cohort,family,case,pass,state,selected_action,certificate_valid_before,digest_deterministic,mutated_world_certificate_accepted,stale_certificate_accepted,dropped_world_certificate_accepted,no_causal_truth_field,information_state,necessary_information_cost
REPLICATION,P6,55,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,56,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,57,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,58,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,59,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,60,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,61,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,62,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,63,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,64,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,65,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,66,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,67,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,68,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,69,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,70,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,71,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,72,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,73,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,74,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,75,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,76,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,77,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,78,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,79,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,80,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,81,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,82,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,83,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,84,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,85,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,86,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,87,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,88,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,89,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,90,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,91,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,92,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,93,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,94,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,95,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,96,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,97,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,98,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,99,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,100,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,101,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,102,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,103,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,104,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,105,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,106,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,107,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,108,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,109,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,110,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,111,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,112,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,113,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,114,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,115,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,116,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,117,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,118,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,119,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,120,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,121,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,122,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,123,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,124,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,125,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,126,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P6,127,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,INSUFFICIENT_INFORMATION_BUDGET,20.884494750677444
REPLICATION,P7,0,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,1,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,2,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,3,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,4,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,5,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,6,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,7,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,8,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,9,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,10,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,11,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,12,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,13,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,14,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,15,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,16,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,17,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,18,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,19,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,20,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,21,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,22,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,23,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,24,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,25,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,26,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,27,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,28,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,29,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,30,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,31,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,32,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,33,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,34,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,35,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,36,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,37,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,38,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,39,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,40,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,41,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,42,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,43,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,44,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,45,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,46,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,47,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,48,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,49,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,50,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,51,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,52,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,53,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,54,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,55,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,56,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,57,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,58,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,59,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,60,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,61,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,62,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,63,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,64,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,65,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,66,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,67,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,68,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,69,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,70,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,71,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,72,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,73,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,74,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,75,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,76,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,77,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,78,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,79,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,80,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,81,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,82,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,83,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,84,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,85,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,86,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,87,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,88,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,89,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,90,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,91,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,92,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,93,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,94,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,95,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,96,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,97,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,98,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,99,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,100,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,101,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,102,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,103,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
REPLICATION,P7,104,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,NO_IDENTIFYING_INFORMATION_CHANNEL,inf
